Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request date,Request hour,Request day,Request hour timeslot,Drop date,Drop hour,Drop day,Drop hour timeslot
4105,City,7.0,Trip Completed,2016-07-14 03:39:38,2016-07-14 04:39:04,2016-07-14,3,Thursday,Late night,2016-07-14,4.0,Thursday,Late night
4509,City,7.0,Trip Completed,2016-07-14 09:11:13,2016-07-14 10:17:01,2016-07-14,9,Thursday,Late morning,2016-07-14,10.0,Thursday,Late morning
4986,Airport,7.0,Trip Completed,2016-07-14 18:52:32,2016-07-14 19:50:57,2016-07-14,18,Thursday,Evening,2016-07-14,19.0,Thursday,Evening
5898,City,7.0,Trip Completed,2016-07-15 09:50:28,2016-07-15 10:40:39,2016-07-15,9,Friday,Late morning,2016-07-15,10.0,Friday,Late morning
6142,Airport,7.0,Trip Completed,2016-07-15 15:50:15,2016-07-15 16:36:56,2016-07-15,15,Friday,Afternoon,2016-07-15,16.0,Friday,Afternoon
380,Airport,8.0,Trip Completed,2016-11-07 08:18:00,2016-11-07 09:18:00,2016-11-07,8,Monday,Early morning,2016-11-07,9.0,Monday,Late morning
1050,Airport,8.0,Trip Completed,2016-11-07 19:39:00,2016-11-07 20:30:00,2016-11-07,19,Monday,Evening,2016-11-07,20.0,Monday,Evening
1769,City,8.0,Trip Completed,2016-12-07 08:57:00,2016-12-07 09:24:00,2016-12-07,8,Wednesday,Early morning,2016-12-07,9.0,Wednesday,Late morning
2520,City,8.0,Trip Completed,2016-12-07 21:05:00,2016-12-07 22:20:00,2016-12-07,21,Wednesday,Night,2016-12-07,22.0,Wednesday,Night
3265,Airport,8.0,Trip Completed,2016-07-13 10:22:07,2016-07-13 11:07:02,2016-07-13,10,Wednesday,Late morning,2016-07-13,11.0,Wednesday,Late morning
4648,City,8.0,Trip Completed,2016-07-14 11:55:10,2016-07-14 12:59:34,2016-07-14,11,Thursday,Late morning,2016-07-14,12.0,Thursday,Late morning
449,Airport,9.0,Trip Completed,2016-11-07 09:08:00,2016-11-07 09:52:00,2016-11-07,9,Monday,Late morning,2016-11-07,9.0,Monday,Late morning
846,Airport,9.0,Trip Completed,2016-11-07 17:46:00,2016-11-07 18:52:00,2016-11-07,17,Monday,Evening,2016-11-07,18.0,Monday,Evening
1346,Airport,9.0,Trip Completed,2016-11-07 23:39:00,2016-12-07 00:23:00,2016-11-07,23,Monday,Night,2016-12-07,0.0,Wednesday,
1474,Airport,9.0,Trip Completed,2016-12-07 05:13:00,2016-12-07 05:56:00,2016-12-07,5,Wednesday,Early morning,2016-12-07,5.0,Wednesday,Early morning
2240,City,9.0,Trip Completed,2016-12-07 18:20:00,2016-12-07 18:54:00,2016-12-07,18,Wednesday,Evening,2016-12-07,18.0,Wednesday,Evening
3072,Airport,9.0,Trip Completed,2016-07-13 08:04:57,2016-07-13 08:36:37,2016-07-13,8,Wednesday,Early morning,2016-07-13,8.0,Wednesday,Early morning
3459,Airport,9.0,Trip Completed,2016-07-13 17:03:30,2016-07-13 17:31:49,2016-07-13,17,Wednesday,Evening,2016-07-13,17.0,Wednesday,Evening
3774,Airport,9.0,Trip Completed,2016-07-13 20:41:24,2016-07-13 21:27:29,2016-07-13,20,Wednesday,Evening,2016-07-13,21.0,Wednesday,Night
4023,City,9.0,Trip Completed,2016-07-13 23:58:41,2016-07-14 00:58:39,2016-07-13,23,Wednesday,Night,2016-07-14,0.0,Thursday,
4117,City,9.0,Trip Completed,2016-07-14 04:21:42,2016-07-14 05:07:07,2016-07-14,4,Thursday,Late night,2016-07-14,5.0,Thursday,Early morning
4880,Airport,9.0,Trip Completed,2016-07-14 17:58:46,2016-07-14 19:02:42,2016-07-14,17,Thursday,Evening,2016-07-14,19.0,Thursday,Evening
5568,Airport,9.0,Trip Completed,2016-07-15 05:47:49,2016-07-15 06:25:49,2016-07-15,5,Friday,Early morning,2016-07-15,6.0,Friday,Early morning
5994,Airport,9.0,Trip Completed,2016-07-15 11:51:16,2016-07-15 12:32:12,2016-07-15,11,Friday,Late morning,2016-07-15,12.0,Friday,Late morning
1809,Airport,10.0,Trip Completed,2016-12-07 09:13:00,2016-12-07 10:01:00,2016-12-07,9,Wednesday,Late morning,2016-12-07,10.0,Wednesday,Late morning
2064,Airport,10.0,Trip Completed,2016-12-07 15:08:00,2016-12-07 16:14:00,2016-12-07,15,Wednesday,Afternoon,2016-12-07,16.0,Wednesday,Afternoon
3210,City,10.0,Trip Completed,2016-07-13 09:47:06,2016-07-13 10:52:37,2016-07-13,9,Wednesday,Late morning,2016-07-13,10.0,Wednesday,Late morning
4350,City,10.0,Trip Completed,2016-07-14 07:24:43,2016-07-14 08:22:09,2016-07-14,7,Thursday,Early morning,2016-07-14,8.0,Thursday,Early morning
4713,City,10.0,Trip Completed,2016-07-14 13:31:24,2016-07-14 14:10:56,2016-07-14,13,Thursday,Afternoon,2016-07-14,14.0,Thursday,Afternoon
5629,Airport,10.0,Trip Completed,2016-07-15 06:33:00,2016-07-15 07:19:53,2016-07-15,6,Friday,Early morning,2016-07-15,7.0,Friday,Early morning
6157,Airport,10.0,Trip Completed,2016-07-15 16:32:51,2016-07-15 17:44:44,2016-07-15,16,Friday,Afternoon,2016-07-15,17.0,Friday,Evening
2030,City,11.0,Trip Completed,2016-12-07 14:11:00,2016-12-07 15:02:00,2016-12-07,14,Wednesday,Afternoon,2016-12-07,15.0,Wednesday,Afternoon
3226,City,11.0,Trip Completed,2016-07-13 10:00:17,2016-07-13 11:02:52,2016-07-13,10,Wednesday,Late morning,2016-07-13,11.0,Wednesday,Late morning
3353,City,11.0,Trip Completed,2016-07-13 13:29:44,2016-07-13 14:09:00,2016-07-13,13,Wednesday,Afternoon,2016-07-13,14.0,Wednesday,Afternoon
4293,City,11.0,Trip Completed,2016-07-14 06:42:36,2016-07-14 07:12:41,2016-07-14,6,Thursday,Early morning,2016-07-14,7.0,Thursday,Early morning
4936,City,11.0,Trip Completed,2016-07-14 18:22:17,2016-07-14 19:14:36,2016-07-14,18,Thursday,Evening,2016-07-14,19.0,Thursday,Evening
5661,Airport,11.0,Trip Completed,2016-07-15 07:08:50,2016-07-15 07:59:00,2016-07-15,7,Friday,Early morning,2016-07-15,7.0,Friday,Early morning
5778,City,11.0,Trip Completed,2016-07-15 08:22:03,2016-07-15 09:13:04,2016-07-15,8,Friday,Early morning,2016-07-15,9.0,Friday,Late morning
6425,Airport,11.0,Trip Completed,2016-07-15 19:46:40,2016-07-15 20:26:51,2016-07-15,19,Friday,Evening,2016-07-15,20.0,Friday,Evening
45,Airport,12.0,Trip Completed,2016-11-07 03:17:00,2016-11-07 04:09:00,2016-11-07,3,Monday,Late night,2016-11-07,4.0,Monday,Late night
264,City,12.0,Trip Completed,2016-11-07 06:51:00,2016-11-07 07:40:00,2016-11-07,6,Monday,Early morning,2016-11-07,7.0,Monday,Early morning
1183,City,12.0,Trip Completed,2016-11-07 21:05:00,2016-11-07 21:38:00,2016-11-07,21,Monday,Night,2016-11-07,21.0,Monday,Night
1536,Airport,12.0,Trip Completed,2016-12-07 05:59:00,2016-12-07 06:59:00,2016-12-07,5,Wednesday,Early morning,2016-12-07,6.0,Wednesday,Early morning
2437,City,12.0,Trip Completed,2016-12-07 20:18:00,2016-12-07 21:26:00,2016-12-07,20,Wednesday,Evening,2016-12-07,21.0,Wednesday,Night
2641,Airport,12.0,Trip Completed,2016-12-07 22:28:00,2016-12-07 23:05:00,2016-12-07,22,Wednesday,Night,2016-12-07,23.0,Wednesday,Night
4077,Airport,12.0,Trip Completed,2016-07-14 02:14:15,2016-07-14 03:13:09,2016-07-14,2,Thursday,Late night,2016-07-14,3.0,Thursday,Late night
4610,City,12.0,Trip Completed,2016-07-14 10:35:14,2016-07-14 11:39:01,2016-07-14,10,Thursday,Late morning,2016-07-14,11.0,Thursday,Late morning
5066,Airport,12.0,Trip Completed,2016-07-14 19:31:20,2016-07-14 20:14:03,2016-07-14,19,Thursday,Evening,2016-07-14,20.0,Thursday,Evening
5666,Airport,12.0,Trip Completed,2016-07-15 07:04:55,2016-07-15 08:12:37,2016-07-15,7,Friday,Early morning,2016-07-15,8.0,Friday,Early morning
5923,City,12.0,Trip Completed,2016-07-15 10:07:49,2016-07-15 10:50:50,2016-07-15,10,Friday,Late morning,2016-07-15,10.0,Friday,Late morning
6367,City,12.0,Trip Completed,2016-07-15 19:04:46,2016-07-15 19:46:04,2016-07-15,19,Friday,Evening,2016-07-15,19.0,Friday,Evening
155,City,13.0,Trip Completed,2016-11-07 05:32:00,2016-11-07 06:28:00,2016-11-07,5,Monday,Early morning,2016-11-07,6.0,Monday,Early morning
310,Airport,13.0,Trip Completed,2016-11-07 07:24:00,2016-11-07 08:28:00,2016-11-07,7,Monday,Early morning,2016-11-07,8.0,Monday,Early morning
607,City,13.0,Trip Completed,2016-11-07 11:51:00,2016-11-07 12:42:00,2016-11-07,11,Monday,Late morning,2016-11-07,12.0,Monday,Late morning
1012,City,13.0,Trip Completed,2016-11-07 19:15:00,2016-11-07 19:57:00,2016-11-07,19,Monday,Evening,2016-11-07,19.0,Monday,Evening
1696,Airport,13.0,Trip Completed,2016-12-07 08:01:00,2016-12-07 08:42:00,2016-12-07,8,Wednesday,Early morning,2016-12-07,8.0,Wednesday,Early morning
3076,City,13.0,Trip Completed,2016-07-13 08:09:04,2016-07-13 09:12:19,2016-07-13,8,Wednesday,Early morning,2016-07-13,9.0,Wednesday,Late morning
4198,Airport,13.0,Trip Completed,2016-07-14 05:32:14,2016-07-14 06:45:32,2016-07-14,5,Thursday,Early morning,2016-07-14,6.0,Thursday,Early morning
4627,City,13.0,Trip Completed,2016-07-14 11:13:19,2016-07-14 12:00:12,2016-07-14,11,Thursday,Late morning,2016-07-14,12.0,Thursday,Late morning
5289,City,13.0,Trip Completed,2016-07-14 21:43:24,2016-07-14 22:24:13,2016-07-14,21,Thursday,Night,2016-07-14,22.0,Thursday,Night
5495,Airport,13.0,Trip Completed,2016-07-15 05:00:13,2016-07-15 06:02:27,2016-07-15,5,Friday,Early morning,2016-07-15,6.0,Friday,Early morning
6656,Airport,13.0,Trip Completed,2016-07-15 22:08:42,2016-07-15 22:41:18,2016-07-15,22,Friday,Night,2016-07-15,22.0,Friday,Night
139,Airport,14.0,Trip Completed,2016-11-07 05:21:00,2016-11-07 06:09:00,2016-11-07,5,Monday,Early morning,2016-11-07,6.0,Monday,Early morning
215,City,14.0,Trip Completed,2016-11-07 06:15:00,2016-11-07 07:07:00,2016-11-07,6,Monday,Early morning,2016-11-07,7.0,Monday,Early morning
1816,City,14.0,Trip Completed,2016-12-07 09:24:00,2016-12-07 10:07:00,2016-12-07,9,Wednesday,Late morning,2016-12-07,10.0,Wednesday,Late morning
2505,Airport,14.0,Trip Completed,2016-12-07 21:03:00,2016-12-07 22:14:00,2016-12-07,21,Wednesday,Night,2016-12-07,22.0,Wednesday,Night
3346,City,14.0,Trip Completed,2016-07-13 13:01:42,2016-07-13 13:55:59,2016-07-13,13,Wednesday,Afternoon,2016-07-13,13.0,Wednesday,Afternoon
5294,City,14.0,Trip Completed,2016-07-14 21:45:50,2016-07-14 22:16:40,2016-07-14,21,Thursday,Night,2016-07-14,22.0,Thursday,Night
6226,Airport,14.0,Trip Completed,2016-07-15 17:34:25,2016-07-15 18:33:13,2016-07-15,17,Friday,Evening,2016-07-15,18.0,Friday,Evening
6733,Airport,14.0,Trip Completed,2016-07-15 23:32:44,2016-07-16 00:37:46,2016-07-15,23,Friday,Night,2016-07-16,0.0,Saturday,
1027,Airport,15.0,Trip Completed,2016-11-07 19:18:00,2016-11-07 20:24:00,2016-11-07,19,Monday,Evening,2016-11-07,20.0,Monday,Evening
2675,Airport,15.0,Trip Completed,2016-12-07 23:43:00,2016-07-13 00:35:12,2016-12-07,23,Wednesday,Night,2016-07-13,0.0,Wednesday,
3200,City,15.0,Trip Completed,2016-07-13 09:39:44,2016-07-13 10:30:58,2016-07-13,9,Wednesday,Late morning,2016-07-13,10.0,Wednesday,Late morning
3865,City,15.0,Trip Completed,2016-07-13 21:52:05,2016-07-13 22:21:15,2016-07-13,21,Wednesday,Night,2016-07-13,22.0,Wednesday,Night
4468,City,15.0,Trip Completed,2016-07-14 08:42:46,2016-07-14 09:22:01,2016-07-14,8,Thursday,Early morning,2016-07-14,9.0,Thursday,Late morning
5163,Airport,15.0,Trip Completed,2016-07-14 20:34:30,2016-07-14 21:05:18,2016-07-14,20,Thursday,Evening,2016-07-14,21.0,Thursday,Night
6009,City,15.0,Trip Completed,2016-07-15 12:22:35,2016-07-15 13:25:27,2016-07-15,12,Friday,Late morning,2016-07-15,13.0,Friday,Afternoon
6448,Airport,15.0,Trip Completed,2016-07-15 20:02:54,2016-07-15 20:40:45,2016-07-15,20,Friday,Evening,2016-07-15,20.0,Friday,Evening
591,City,16.0,Trip Completed,2016-11-07 11:25:00,2016-11-07 12:31:00,2016-11-07,11,Monday,Late morning,2016-11-07,12.0,Monday,Late morning
709,City,16.0,Trip Completed,2016-11-07 14:16:00,2016-11-07 15:03:00,2016-11-07,14,Monday,Afternoon,2016-11-07,15.0,Monday,Afternoon
1167,Airport,16.0,Trip Completed,2016-11-07 20:50:00,2016-11-07 21:52:00,2016-11-07,20,Monday,Evening,2016-11-07,21.0,Monday,Night
2661,Airport,16.0,Trip Completed,2016-12-07 23:23:00,2016-07-13 00:27:21,2016-12-07,23,Wednesday,Night,2016-07-13,0.0,Wednesday,
2808,City,16.0,Trip Completed,2016-07-13 05:05:16,2016-07-13 05:56:11,2016-07-13,5,Wednesday,Early morning,2016-07-13,5.0,Wednesday,Early morning
3258,Airport,16.0,Trip Completed,2016-07-13 10:12:51,2016-07-13 10:45:28,2016-07-13,10,Wednesday,Late morning,2016-07-13,10.0,Wednesday,Late morning
3413,Airport,16.0,Trip Completed,2016-07-13 15:32:01,2016-07-13 16:45:44,2016-07-13,15,Wednesday,Afternoon,2016-07-13,16.0,Wednesday,Afternoon
3939,Airport,16.0,Trip Completed,2016-07-13 22:26:26,2016-07-13 22:55:54,2016-07-13,22,Wednesday,Night,2016-07-13,22.0,Wednesday,Night
4125,City,16.0,Trip Completed,2016-07-14 04:37:11,2016-07-14 05:46:29,2016-07-14,4,Thursday,Late night,2016-07-14,5.0,Thursday,Early morning
4457,City,16.0,Trip Completed,2016-07-14 08:36:24,2016-07-14 09:19:20,2016-07-14,8,Thursday,Early morning,2016-07-14,9.0,Thursday,Late morning
4728,City,16.0,Trip Completed,2016-07-14 14:04:13,2016-07-14 15:06:40,2016-07-14,14,Thursday,Afternoon,2016-07-14,15.0,Thursday,Afternoon
5347,Airport,16.0,Trip Completed,2016-07-14 22:51:47,2016-07-14 23:53:42,2016-07-14,22,Thursday,Night,2016-07-14,23.0,Thursday,Night
6147,City,16.0,Trip Completed,2016-07-15 16:11:02,2016-07-15 17:30:08,2016-07-15,16,Friday,Afternoon,2016-07-15,17.0,Friday,Evening
6496,Airport,16.0,Trip Completed,2016-07-15 20:33:00,2016-07-15 21:32:49,2016-07-15,20,Friday,Evening,2016-07-15,21.0,Friday,Night
634,City,17.0,Trip Completed,2016-11-07 12:25:00,2016-11-07 13:06:00,2016-11-07,12,Monday,Late morning,2016-11-07,13.0,Monday,Afternoon
939,Airport,17.0,Trip Completed,2016-11-07 18:25:00,2016-11-07 19:26:00,2016-11-07,18,Monday,Evening,2016-11-07,19.0,Monday,Evening
2628,Airport,17.0,Trip Completed,2016-12-07 22:10:00,2016-12-07 23:25:00,2016-12-07,22,Wednesday,Night,2016-12-07,23.0,Wednesday,Night
3021,City,17.0,Trip Completed,2016-07-13 07:33:20,2016-07-13 08:26:07,2016-07-13,7,Wednesday,Early morning,2016-07-13,8.0,Wednesday,Early morning
4743,City,17.0,Trip Completed,2016-07-14 14:54:16,2016-07-14 15:39:03,2016-07-14,14,Thursday,Afternoon,2016-07-14,15.0,Thursday,Afternoon
4981,City,17.0,Trip Completed,2016-07-14 18:47:42,2016-07-14 19:43:44,2016-07-14,18,Thursday,Evening,2016-07-14,19.0,Thursday,Evening
5367,Airport,17.0,Trip Completed,2016-07-14 23:35:34,2016-07-15 00:25:26,2016-07-14,23,Thursday,Night,2016-07-15,0.0,Friday,
5471,Airport,17.0,Trip Completed,2016-07-15 04:48:57,2016-07-15 05:47:13,2016-07-15,4,Friday,Late night,2016-07-15,5.0,Friday,Early morning
5988,Airport,17.0,Trip Completed,2016-07-15 11:48:32,2016-07-15 12:55:02,2016-07-15,11,Friday,Late morning,2016-07-15,12.0,Friday,Late morning
6477,Airport,17.0,Trip Completed,2016-07-15 20:21:26,2016-07-15 21:00:31,2016-07-15,20,Friday,Evening,2016-07-15,21.0,Friday,Night
499,City,18.0,Trip Completed,2016-11-07 09:39:00,2016-11-07 10:16:00,2016-11-07,9,Monday,Late morning,2016-11-07,10.0,Monday,Late morning
1147,Airport,18.0,Trip Completed,2016-11-07 20:42:00,2016-11-07 21:18:00,2016-11-07,20,Monday,Evening,2016-11-07,21.0,Monday,Night
1410,Airport,18.0,Trip Completed,2016-12-07 03:14:00,2016-12-07 04:27:00,2016-12-07,3,Wednesday,Late night,2016-12-07,4.0,Wednesday,Late night
1804,Airport,18.0,Trip Completed,2016-12-07 09:12:00,2016-12-07 09:57:00,2016-12-07,9,Wednesday,Late morning,2016-12-07,9.0,Wednesday,Late morning
1949,Airport,18.0,Trip Completed,2016-12-07 11:32:00,2016-12-07 12:13:00,2016-12-07,11,Wednesday,Late morning,2016-12-07,12.0,Wednesday,Late morning
